"District","facility","cluster","Month","Year","Incidence"
"Karonga","DHO","Karonga-DHO","January","2022",12415
"Karonga","DHO","Karonga-DHO","February","2022",12919
"Karonga","DHO","Karonga-DHO","March","2022",6250
"Karonga","DHO","Karonga-DHO","April","2022",4528
"Karonga","DHO","Karonga-DHO","May","2022",3996
"Karonga","DHO","Karonga-DHO","June","2022",4529
"Karonga","DHO","Karonga-DHO","July","2022",5291
"Karonga","DHO","Karonga-DHO","August","2022",5847
"Karonga","DHO","Karonga-DHO","September","2022",4647
"Karonga","DHO","Karonga-DHO","October","2022",4404
"Karonga","DHO","Karonga-DHO","November","2022",3848
"Karonga","DHO","Karonga-DHO","December","2022",3397
"Karonga","DHO","Karonga-DHO","January","2021",15223
"Karonga","DHO","Karonga-DHO","February","2021",9593
"Karonga","DHO","Karonga-DHO","March","2021",13332
"Karonga","DHO","Karonga-DHO","April","2021",9918
"Karonga","DHO","Karonga-DHO","May","2021",11292
"Karonga","DHO","Karonga-DHO","June","2021",12662
"Karonga","DHO","Karonga-DHO","July","2021",11072
"Karonga","DHO","Karonga-DHO","August","2021",10540
"Karonga","DHO","Karonga-DHO","September","2021",12597
"Karonga","DHO","Karonga-DHO","October","2021",11144
"Karonga","DHO","Karonga-DHO","November","2021",7884
"Karonga","DHO","Karonga-DHO","December","2021",7412
"Karonga","DHO","Karonga-DHO","January","2020",10400
"Karonga","DHO","Karonga-DHO","February","2020",6296
"Karonga","DHO","Karonga-DHO","March","2020",6304
"Karonga","DHO","Karonga-DHO","April","2020",5677
"Karonga","DHO","Karonga-DHO","May","2020",6375
"Karonga","DHO","Karonga-DHO","June","2020",7474
"Karonga","DHO","Karonga-DHO","July","2020",7544
"Karonga","DHO","Karonga-DHO","August","2020",7240
"Karonga","DHO","Karonga-DHO","September","2020",8341
"Karonga","DHO","Karonga-DHO","October","2020",6818
"Karonga","DHO","Karonga-DHO","November","2020",5621
"Karonga","DHO","Karonga-DHO","December","2020",4738
"Kasungu","DHO","Kasalika Dispensary","January","2024",1121
"Kasungu","DHO","Kasalika Dispensary","February","2024",1270
"Kasungu","DHO","Kasalika Dispensary","March","2024",2167
"Kasungu","DHO","Kasalika Dispensary","April","2024",792
"Kasungu","DHO","Kasalika Dispensary","May","2024",2811
"Kasungu","DHO","Kasalika Dispensary","June","2024",1376
"Kasungu","DHO","Kasalika Dispensary","July","2024",175
"Kasungu","DHO","Kasalika Dispensary","August","2024",591
"Kasungu","DHO","Kasalika Dispensary","September","2024",544
"Kasungu","DHO","Kasalika Dispensary","October","2024",545
"Kasungu","DHO","Kasalika Dispensary","November","2024",709
"Kasungu","DHO","Kasalika Dispensary","December","2024",541
"Kasungu","DHO","Kasalika Dispensary","January","2023",284
"Kasungu","DHO","Kasalika Dispensary","February","2023",139
"Kasungu","DHO","Kasalika Dispensary","March","2023",114
"Kasungu","DHO","Kasalika Dispensary","April","2023",160
"Kasungu","DHO","Kasalika Dispensary","May","2023",440
"Kasungu","DHO","Kasalika Dispensary","June","2023",456
"Kasungu","DHO","Kasalika Dispensary","July","2023",286
"Kasungu","DHO","Kasalika Dispensary","August","2023",149
"Kasungu","DHO","Kasalika Dispensary","September","2023",160
"Kasungu","DHO","Kasalika Dispensary","October","2023",206
"Kasungu","DHO","Kasalika Dispensary","November","2023",180
"Kasungu","DHO","Kasalika Dispensary","December","2023",266
"Kasungu","DHO","Kasalika Dispensary","January","2022",116
"Kasungu","DHO","Kasalika Dispensary","February","2022",218
"Kasungu","DHO","Kasalika Dispensary","March","2022",56
"Kasungu","DHO","Kasalika Dispensary","April","2022",72
"Kasungu","DHO","Kasalika Dispensary","May","2022",91
"Kasungu","DHO","Kasalika Dispensary","June","2022",38
"Kasungu","DHO","Kasalika Dispensary","July","2022",20
"Kasungu","DHO","Kasalika Dispensary","August","2022",22
"Kasungu","DHO","Kasalika Dispensary","September","2022",21
"Kasungu","DHO","Kasalika Dispensary","October","2022",63
"Kasungu","DHO","Kasalika Dispensary","November","2022",46
"Kasungu","DHO","Kasalika Dispensary","December","2022",36
"Kasungu","DHO","Kasalika Dispensary","January","2021",506
"Kasungu","DHO","Kasalika Dispensary","February","2021",724
"Kasungu","DHO","Kasalika Dispensary","March","2021",1867
"Kasungu","DHO","Kasalika Dispensary","April","2021",1786
"Kasungu","DHO","Kasalika Dispensary","May","2021",1098
"Kasungu","DHO","Kasalika Dispensary","June","2021",718
"Kasungu","DHO","Kasalika Dispensary","July","2021",34
"Kasungu","DHO","Kasalika Dispensary","August","2021",48
"Kasungu","DHO","Kasalika Dispensary","September","2021",69
"Kasungu","DHO","Kasalika Dispensary","October","2021",99
"Kasungu","DHO","Kasalika Dispensary","November","2021",89
"Kasungu","DHO","Kasalika Dispensary","December","2021",57
"Kasungu","DHO","Kasalika Dispensary","January","2020",607
"Kasungu","DHO","Kasalika Dispensary","February","2020",530
"Kasungu","DHO","Kasalika Dispensary","March","2020",1077
"Kasungu","DHO","Kasalika Dispensary","April","2020",1329
"Kasungu","DHO","Kasalika Dispensary","May","2020",1410
"Kasungu","DHO","Kasalika Dispensary","June","2020",988
"Kasungu","DHO","Kasalika Dispensary","July","2020",400
"Kasungu","DHO","Kasalika Dispensary","August","2020",191
"Kasungu","DHO","Kasalika Dispensary","September","2020",180
"Kasungu","DHO","Kasalika Dispensary","October","2020",226
"Kasungu","DHO","Kasalika Dispensary","November","2020",237
"Kasungu","DHO","Kasalika Dispensary","December","2020",174
"Thyolo","DHO","Kasembereka Health Centre","January","2024",104
"Thyolo","DHO","Kasembereka Health Centre","February","2024",55
"Thyolo","DHO","Kasembereka Health Centre","March","2024",43
"Thyolo","DHO","Kasembereka Health Centre","June","2024",49
"Thyolo","DHO","Kasembereka Health Centre","July","2024",9
"Thyolo","DHO","Kasembereka Health Centre","August","2024",16
"Thyolo","DHO","Kasembereka Health Centre","September","2024",8
"Thyolo","DHO","Kasembereka Health Centre","October","2024",19
"Thyolo","DHO","Kasembereka Health Centre","November","2024",15
"Thyolo","DHO","Kasembereka Health Centre","December","2024",77
"Thyolo","DHO","Kasembereka Health Centre","January","2023",35
"Thyolo","DHO","Kasembereka Health Centre","February","2023",11
"Thyolo","DHO","Kasembereka Health Centre","March","2023",9
"Thyolo","DHO","Kasembereka Health Centre","April","2023",5
"Thyolo","DHO","Kasembereka Health Centre","May","2023",15
"Thyolo","DHO","Kasembereka Health Centre","June","2023",9
"Thyolo","DHO","Kasembereka Health Centre","July","2023",7
"Thyolo","DHO","Kasembereka Health Centre","August","2023",6
"Thyolo","DHO","Kasembereka Health Centre","September","2023",7
"Thyolo","DHO","Kasembereka Health Centre","October","2023",7
"Thyolo","DHO","Kasembereka Health Centre","November","2023",8
"Thyolo","DHO","Kasembereka Health Centre","December","2023",20
"Thyolo","DHO","Kasembereka Health Centre","January","2022",44
"Thyolo","DHO","Kasembereka Health Centre","February","2022",24
"Thyolo","DHO","Kasembereka Health Centre","March","2022",23
"Thyolo","DHO","Kasembereka Health Centre","April","2022",13
"Thyolo","DHO","Kasembereka Health Centre","May","2022",11
"Thyolo","DHO","Kasembereka Health Centre","June","2022",4
"Thyolo","DHO","Kasembereka Health Centre","July","2022",6
"Thyolo","DHO","Kasembereka Health Centre","August","2022",4
"Thyolo","DHO","Kasembereka Health Centre","September","2022",0
"Thyolo","DHO","Kasembereka Health Centre","October","2022",0
"Thyolo","DHO","Kasembereka Health Centre","November","2022",3
"Thyolo","DHO","Kasembereka Health Centre","December","2022",14
"Thyolo","DHO","Kasembereka Health Centre","June","2021",12
"Thyolo","DHO","Kasembereka Health Centre","July","2021",6
"Thyolo","DHO","Kasembereka Health Centre","August","2021",20
"Thyolo","DHO","Kasembereka Health Centre","September","2021",10
"Thyolo","DHO","Kasembereka Health Centre","October","2021",12
"Thyolo","DHO","Kasembereka Health Centre","November","2021",11
"Thyolo","DHO","Kasembereka Health Centre","December","2021",42
"Dowa","DHO","Kasese Health centre","January","2024",932
"Dowa","DHO","Kasese Health centre","February","2024",977
"Dowa","DHO","Kasese Health centre","March","2024",1532
"Dowa","DHO","Kasese Health centre","April","2024",2739
"Dowa","DHO","Kasese Health centre","May","2024",2638
"Dowa","DHO","Kasese Health centre","June","2024",1699
"Dowa","DHO","Kasese Health centre","July","2024",653
"Dowa","DHO","Kasese Health centre","August","2024",480
"Dowa","DHO","Kasese Health centre","September","2024",710
"Dowa","DHO","Kasese Health centre","October","2024",920
"Dowa","DHO","Kasese Health centre","November","2024",1196
"Dowa","DHO","Kasese Health centre","December","2024",1712
"Dowa","DHO","Kasese Health centre","January","2023",233
"Dowa","DHO","Kasese Health centre","February","2023",119
"Dowa","DHO","Kasese Health centre","March","2023",181
"Dowa","DHO","Kasese Health centre","April","2023",214
"Dowa","DHO","Kasese Health centre","May","2023",281
"Dowa","DHO","Kasese Health centre","June","2023",207
"Dowa","DHO","Kasese Health centre","July","2023",104
"Dowa","DHO","Kasese Health centre","August","2023",60
"Dowa","DHO","Kasese Health centre","September","2023",101
"Dowa","DHO","Kasese Health centre","October","2023",131
"Dowa","DHO","Kasese Health centre","November","2023",188
"Dowa","DHO","Kasese Health centre","December","2023",309
"Dowa","DHO","Kasese Health centre","January","2022",250
"Dowa","DHO","Kasese Health centre","February","2022",320
"Dowa","DHO","Kasese Health centre","March","2022",162
"Dowa","DHO","Kasese Health centre","April","2022",168
"Dowa","DHO","Kasese Health centre","May","2022",237
"Dowa","DHO","Kasese Health centre","June","2022",129
"Dowa","DHO","Kasese Health centre","July","2022",47
"Dowa","DHO","Kasese Health centre","August","2022",31
"Dowa","DHO","Kasese Health centre","September","2022",34
"Dowa","DHO","Kasese Health centre","October","2022",49
"Dowa","DHO","Kasese Health centre","November","2022",45
"Dowa","DHO","Kasese Health centre","December","2022",123
"Dowa","DHO","Kasese Health centre","January","2021",911
"Dowa","DHO","Kasese Health centre","February","2021",1068
"Dowa","DHO","Kasese Health centre","March","2021",1820
"Dowa","DHO","Kasese Health centre","April","2021",2022
"Dowa","DHO","Kasese Health centre","May","2021",1505
"Dowa","DHO","Kasese Health centre","June","2021",1005
"Dowa","DHO","Kasese Health centre","July","2021",459
"Dowa","DHO","Kasese Health centre","August","2021",148
"Dowa","DHO","Kasese Health centre","September","2021",252
"Dowa","DHO","Kasese Health centre","October","2021",294
"Dowa","DHO","Kasese Health centre","November","2021",366
"Dowa","DHO","Kasese Health centre","December","2021",386
"Dowa","DHO","Kasese Health centre","January","2020",1854
"Dowa","DHO","Kasese Health centre","February","2020",1697
"Dowa","DHO","Kasese Health centre","March","2020",2694
"Dowa","DHO","Kasese Health centre","April","2020",3044
"Dowa","DHO","Kasese Health centre","May","2020",1758
"Dowa","DHO","Kasese Health centre","June","2020",952
"Dowa","DHO","Kasese Health centre","July","2020",408
"Dowa","DHO","Kasese Health centre","August","2020",205
"Dowa","DHO","Kasese Health centre","September","2020",282
"Dowa","DHO","Kasese Health centre","October","2020",432
"Dowa","DHO","Kasese Health centre","November","2020",579
"Dowa","DHO","Kasese Health centre","December","2020",548
"Chitipa","DHO","Kaseye Mission Hospital","January","2024",135
"Chitipa","DHO","Kaseye Mission Hospital","February","2024",115
"Chitipa","DHO","Kaseye Mission Hospital","March","2024",196
"Chitipa","DHO","Kaseye Mission Hospital","April","2024",269
"Chitipa","DHO","Kaseye Mission Hospital","May","2024",459
"Chitipa","DHO","Kaseye Mission Hospital","June","2024",311
"Chitipa","DHO","Kaseye Mission Hospital","July","2024",311
"Chitipa","DHO","Kaseye Mission Hospital","August","2024",210
"Chitipa","DHO","Kaseye Mission Hospital","September","2024",154
"Chitipa","DHO","Kaseye Mission Hospital","October","2024",156
"Chitipa","DHO","Kaseye Mission Hospital","November","2024",126
"Chitipa","DHO","Kaseye Mission Hospital","December","2024",122
"Chitipa","DHO","Kaseye Mission Hospital","January","2023",130
"Chitipa","DHO","Kaseye Mission Hospital","February","2023",26
"Chitipa","DHO","Kaseye Mission Hospital","March","2023",56
"Chitipa","DHO","Kaseye Mission Hospital","April","2023",86
"Chitipa","DHO","Kaseye Mission Hospital","May","2023",157
"Chitipa","DHO","Kaseye Mission Hospital","June","2023",129
"Chitipa","DHO","Kaseye Mission Hospital","July","2023",86
"Chitipa","DHO","Kaseye Mission Hospital","August","2023",48
"Chitipa","DHO","Kaseye Mission Hospital","September","2023",52
"Chitipa","DHO","Kaseye Mission Hospital","October","2023",61
"Chitipa","DHO","Kaseye Mission Hospital","November","2023",27
"Chitipa","DHO","Kaseye Mission Hospital","December","2023",54
"Chitipa","DHO","Kaseye Mission Hospital","January","2022",153
"Chitipa","DHO","Kaseye Mission Hospital","February","2022",222
"Chitipa","DHO","Kaseye Mission Hospital","March","2022",138
"Chitipa","DHO","Kaseye Mission Hospital","April","2022",163
"Chitipa","DHO","Kaseye Mission Hospital","May","2022",66
"Chitipa","DHO","Kaseye Mission Hospital","June","2022",84
"Chitipa","DHO","Kaseye Mission Hospital","July","2022",36
"Chitipa","DHO","Kaseye Mission Hospital","August","2022",33
"Chitipa","DHO","Kaseye Mission Hospital","September","2022",20
"Chitipa","DHO","Kaseye Mission Hospital","October","2022",12
"Chitipa","DHO","Kaseye Mission Hospital","November","2022",3
"Chitipa","DHO","Kaseye Mission Hospital","December","2022",21
"Chitipa","DHO","Kaseye Mission Hospital","January","2021",206
"Chitipa","DHO","Kaseye Mission Hospital","February","2021",157
"Chitipa","DHO","Kaseye Mission Hospital","March","2021",288
"Chitipa","DHO","Kaseye Mission Hospital","April","2021",454
"Chitipa","DHO","Kaseye Mission Hospital","May","2021",83
"Chitipa","DHO","Kaseye Mission Hospital","June","2021",4969
"Chitipa","DHO","Kaseye Mission Hospital","July","2021",377
"Chitipa","DHO","Kaseye Mission Hospital","August","2021",231
"Chitipa","DHO","Kaseye Mission Hospital","September","2021",225
"Chitipa","DHO","Kaseye Mission Hospital","October","2021",163
"Chitipa","DHO","Kaseye Mission Hospital","November","2021",111
"Chitipa","DHO","Kaseye Mission Hospital","December","2021",96
"Chitipa","DHO","Kaseye Mission Hospital","January","2020",133
"Chitipa","DHO","Kaseye Mission Hospital","February","2020",80
"Chitipa","DHO","Kaseye Mission Hospital","March","2020",261
"Chitipa","DHO","Kaseye Mission Hospital","April","2020",455
"Chitipa","DHO","Kaseye Mission Hospital","May","2020",827
"Chitipa","DHO","Kaseye Mission Hospital","June","2020",886
"Chitipa","DHO","Kaseye Mission Hospital","July","2020",488
"Chitipa","DHO","Kaseye Mission Hospital","August","2020",227
"Chitipa","DHO","Kaseye Mission Hospital","September","2020",184
"Chitipa","DHO","Kaseye Mission Hospital","October","2020",169
"Chitipa","DHO","Kaseye Mission Hospital","November","2020",65
"Chitipa","DHO","Kaseye Mission Hospital","December","2020",132
"Dedza","DHO","Kasina Health Centre","January","2024",546
"Dedza","DHO","Kasina Health Centre","February","2024",231
"Dedza","DHO","Kasina Health Centre","March","2024",292
"Dedza","DHO","Kasina Health Centre","April","2024",413
"Dedza","DHO","Kasina Health Centre","May","2024",642
"Dedza","DHO","Kasina Health Centre","June","2024",394
"Dedza","DHO","Kasina Health Centre","July","2024",134
"Dedza","DHO","Kasina Health Centre","August","2024",54
"Dedza","DHO","Kasina Health Centre","September","2024",59
"Dedza","DHO","Kasina Health Centre","October","2024",159
"Dedza","DHO","Kasina Health Centre","November","2024",309
"Dedza","DHO","Kasina Health Centre","December","2024",494
"Dedza","DHO","Kasina Health Centre","January","2023",381
"Dedza","DHO","Kasina Health Centre","February","2023",214
"Dedza","DHO","Kasina Health Centre","March","2023",219
"Dedza","DHO","Kasina Health Centre","April","2023",299
"Dedza","DHO","Kasina Health Centre","May","2023",224
"Dedza","DHO","Kasina Health Centre","June","2023",200
"Dedza","DHO","Kasina Health Centre","July","2023",75
"Dedza","DHO","Kasina Health Centre","August","2023",34
"Dedza","DHO","Kasina Health Centre","September","2023",55
"Dedza","DHO","Kasina Health Centre","October","2023",107
"Dedza","DHO","Kasina Health Centre","November","2023",103
"Dedza","DHO","Kasina Health Centre","December","2023",189
"Dedza","DHO","Kasina Health Centre","January","2022",527
"Dedza","DHO","Kasina Health Centre","February","2022",540
"Dedza","DHO","Kasina Health Centre","March","2022",320
"Dedza","DHO","Kasina Health Centre","April","2022",225
"Dedza","DHO","Kasina Health Centre","May","2022",261
"Dedza","DHO","Kasina Health Centre","June","2022",228
"Dedza","DHO","Kasina Health Centre","July","2022",66
"Dedza","DHO","Kasina Health Centre","August","2022",43
"Dedza","DHO","Kasina Health Centre","September","2022",27
